compound, constituent, anonymized_annotator_id, rating
unit length, length, annotator_26, 4
unit length, length, annotator_15, 1
unit length, length, annotator_16, 5
unit length, length, annotator_19, 5
unit length, length, annotator_24, 5
unit length, length, annotator_28, 5
unit length, length, annotator_20, 5
unit length, length, annotator_21, 5
unit length, length, annotator_23, 5
unit length, length, annotator_17, 5
unit length, unit, annotator_20, 4
unit length, length, annotator_27, 5
unit length, length, annotator_13_excluded, 5
unit length, unit, annotator_23, 5
unit length, unit, annotator_21, 5
unit length, unit, annotator_27, 5
unit length, unit, annotator_15, 5
unit length, unit, annotator_25, 5
unit length, unit, annotator_22, 5
unit length, length, annotator_18, 0
unit length, unit, annotator_19, 4
unit length, unit, annotator_26, 1
unit length, unit, annotator_28, 3
unit length, unit, annotator_24, 5
unit length, unit, annotator_13_excluded, 5
unit length, unit, annotator_17, 5
unit length, unit, annotator_16, 5
unit length, length, annotator_25, 5
unit length, unit, annotator_18, 0
unit length, length, annotator_22, 5
arsenic acid, arsenic, annotator_29, 3
arsenic acid, acid, annotator_30, 3
arsenic acid, acid, annotator_31, 5
arsenic acid, acid, annotator_32, 4
arsenic acid, arsenic, annotator_33, 5
arsenic acid, acid, annotator_34, 3
arsenic acid, arsenic, annotator_35, 3
arsenic acid, arsenic, annotator_36, 5
arsenic acid, arsenic, annotator_37, 0
arsenic acid, arsenic, annotator_38, 5
arsenic acid, arsenic, annotator_39, 5
arsenic acid, arsenic, annotator_40, 4
arsenic acid, arsenic, annotator_13_excluded, 5
arsenic acid, arsenic, annotator_30, 3
arsenic acid, arsenic, annotator_34, 4
arsenic acid, arsenic, annotator_32, 4
arsenic acid, arsenic, annotator_41, 2
arsenic acid, arsenic, annotator_31, 5
arsenic acid, acid, annotator_29, 4
arsenic acid, acid, annotator_42, 5
arsenic acid, arsenic, annotator_42, 5
arsenic acid, acid, annotator_36, 5
arsenic acid, acid, annotator_38, 5
arsenic acid, acid, annotator_13_excluded, 5
arsenic acid, acid, annotator_39, 4
arsenic acid, acid, annotator_37, 4
arsenic acid, acid, annotator_35, 4
arsenic acid, acid, annotator_33, 1
arsenic acid, acid, annotator_40, 4
arsenic acid, acid, annotator_41, 3
axis cylinder, cylinder, annotator_33, 4
axis cylinder, axis, annotator_30, 3
axis cylinder, cylinder, annotator_41, 3
axis cylinder, cylinder, annotator_40, 5
axis cylinder, cylinder, annotator_37, 0
axis cylinder, axis, annotator_31, 2
axis cylinder, cylinder, annotator_31, 5
axis cylinder, cylinder, annotator_29, 3
axis cylinder, cylinder, annotator_42, 5
axis cylinder, axis, annotator_29, 1
axis cylinder, axis, annotator_42, 5
axis cylinder, cylinder, annotator_38, 4
axis cylinder, axis, annotator_37, 3
axis cylinder, axis, annotator_34, 3
axis cylinder, axis, annotator_32, 2
axis cylinder, axis, annotator_35, 2
axis cylinder, axis, annotator_38, 4
axis cylinder, axis, annotator_39, 4
axis cylinder, axis, annotator_33, 3
axis cylinder, axis, annotator_36, 4
axis cylinder, cylinder, annotator_34, 4
axis cylinder, cylinder, annotator_30, 3
axis cylinder, cylinder, annotator_35, 4
axis cylinder, cylinder, annotator_13_excluded, 5
axis cylinder, cylinder, annotator_32, 4
axis cylinder, axis, annotator_41, 3
axis cylinder, axis, annotator_40, 5
axis cylinder, axis, annotator_13_excluded, 5
axis cylinder, cylinder, annotator_39, 0
axis cylinder, cylinder, annotator_36, 5
colour reaction, colour, annotator_40, 5
colour reaction, colour, annotator_42, 5
colour reaction, colour, annotator_31, 5
colour reaction, colour, annotator_34, 3
colour reaction, colour, annotator_29, 4
colour reaction, reaction, annotator_32, 4
colour reaction, reaction, annotator_39, 5
colour reaction, reaction, annotator_13_excluded, 5
colour reaction, reaction, annotator_37, 1
colour reaction, reaction, annotator_30, 4
colour reaction, reaction, annotator_38, 5
colour reaction, reaction, annotator_35, 4
colour reaction, reaction, annotator_36, 4
colour reaction, reaction, annotator_29, 4
colour reaction, reaction, annotator_33, 4
colour reaction, reaction, annotator_41, 3
colour reaction, reaction, annotator_40, 5
colour reaction, reaction, annotator_42, 5
colour reaction, colour, annotator_35, 3
colour reaction, colour, annotator_36, 5
colour reaction, colour, annotator_33, 5
colour reaction, colour, annotator_30, 4
colour reaction, colour, annotator_39, 4
colour reaction, colour, annotator_41, 3
colour reaction, colour, annotator_38, 5
colour reaction, colour, annotator_13_excluded, 5
colour reaction, colour, annotator_37, 3
colour reaction, colour, annotator_32, 3
colour reaction, reaction, annotator_34, 4
colour reaction, reaction, annotator_31, 3
crystal structure, crystal, annotator_29, 4
crystal structure, crystal, annotator_30, 2
crystal structure, crystal, annotator_40, 4
crystal structure, crystal, annotator_33, 5
crystal structure, crystal, annotator_36, 1
crystal structure, crystal, annotator_32, 4
crystal structure, crystal, annotator_38, 5
crystal structure, crystal, annotator_37, 4
crystal structure, crystal, annotator_13_excluded, 5
crystal structure, crystal, annotator_31, 5
crystal structure, crystal, annotator_39, 5
crystal structure, crystal, annotator_34, 5
crystal structure, crystal, annotator_35, 5
crystal structure, crystal, annotator_42, 5
crystal structure, structure, annotator_30, 3
crystal structure, structure, annotator_29, 4
crystal structure, structure, annotator_42, 5
crystal structure, crystal, annotator_41, 3
crystal structure, structure, annotator_32, 4
crystal structure, structure, annotator_41, 3
crystal structure, structure, annotator_37, 0
crystal structure, structure, annotator_39, 5
crystal structure, structure, annotator_33, 4
crystal structure, structure, annotator_34, 4
crystal structure, structure, annotator_31, 4
crystal structure, structure, annotator_35, 3
crystal structure, structure, annotator_13_excluded, 5
crystal structure, structure, annotator_38, 5
crystal structure, structure, annotator_40, 5
crystal structure, structure, annotator_36, 5
cut end, cut, annotator_13_excluded, 4
cut end, cut, annotator_32, 2
cut end, cut, annotator_40, 4
cut end, cut, annotator_39, 4
cut end, cut, annotator_34, 3
cut end, cut, annotator_37, 0
cut end, cut, annotator_35, 2
cut end, cut, annotator_29, 4
cut end, cut, annotator_36, 5
cut end, cut, annotator_31, 1
cut end, cut, annotator_38, 5
cut end, cut, annotator_41, 3
cut end, cut, annotator_33, 1
cut end, end, annotator_37, 4
cut end, end, annotator_36, 5
cut end, end, annotator_42, 5
cut end, end, annotator_35, 2
cut end, end, annotator_34, 4
cut end, end, annotator_29, 3
cut end, end, annotator_40, 1
cut end, end, annotator_32, 4
cut end, end, annotator_13_excluded, 4
cut end, end, annotator_41, 3
cut end, end, annotator_31, 2
cut end, end, annotator_30, 3
cut end, end, annotator_39, 4
cut end, end, annotator_33, 1
cut end, end, annotator_38, 5
cut end, cut, annotator_42, 5
cut end, cut, annotator_30, 1
difference equation, difference, annotator_36, 3
difference equation, equation, annotator_38, 5
difference equation, equation, annotator_32, 4
difference equation, equation, annotator_36, 5
difference equation, equation, annotator_34, 5
difference equation, equation, annotator_39, 5
difference equation, equation, annotator_42, 5
difference equation, equation, annotator_37, 3
difference equation, equation, annotator_31, 4
difference equation, equation, annotator_40, 5
difference equation, equation, annotator_29, 4
difference equation, equation, annotator_33, 3
difference equation, equation, annotator_35, 5
difference equation, equation, annotator_30, 2
difference equation, equation, annotator_13_excluded, 5
difference equation, difference, annotator_34, 4
difference equation, difference, annotator_31, 2
difference equation, difference, annotator_32, 2
difference equation, difference, annotator_38, 5
difference equation, difference, annotator_29, 1
difference equation, difference, annotator_41, 3
difference equation, difference, annotator_39, 4
difference equation, difference, annotator_33, 4
difference equation, difference, annotator_42, 5
difference equation, difference, annotator_37, 0
difference equation, difference, annotator_13_excluded, 5
difference equation, difference, annotator_35, 3
difference equation, difference, annotator_30, 2
difference equation, difference, annotator_40, 4
difference equation, equation, annotator_41, 3
gas pressure, gas, annotator_37, 3
gas pressure, pressure, annotator_36, 5
gas pressure, pressure, annotator_37, 1
gas pressure, pressure, annotator_30, 4
gas pressure, pressure, annotator_32, 4
gas pressure, pressure, annotator_35, 3
gas pressure, pressure, annotator_42, 5
gas pressure, pressure, annotator_13_excluded, 5
gas pressure, gas, annotator_35, 4
gas pressure, gas, annotator_29, 5
gas pressure, pressure, annotator_31, 5
gas pressure, pressure, annotator_33, 5
gas pressure, pressure, annotator_40, 5
gas pressure, pressure, annotator_34, 5
gas pressure, pressure, annotator_38, 5
gas pressure, pressure, annotator_41, 4
gas pressure, pressure, annotator_29, 4
gas pressure, pressure, annotator_39, 5
gas pressure, gas, annotator_31, 5
gas pressure, gas, annotator_13_excluded, 5
gas pressure, gas, annotator_38, 5
gas pressure, gas, annotator_40, 5
gas pressure, gas, annotator_36, 5
gas pressure, gas, annotator_42, 5
gas pressure, gas, annotator_33, 5
gas pressure, gas, annotator_41, 4
gas pressure, gas, annotator_34, 5
gas pressure, gas, annotator_39, 5
gas pressure, gas, annotator_32, 4
gas pressure, gas, annotator_30, 4
glass cylinder, glass, annotator_35, 5
glass cylinder, glass, annotator_13_excluded, 5
glass cylinder, glass, annotator_39, 5
glass cylinder, glass, annotator_33, 4
glass cylinder, glass, annotator_29, 4
glass cylinder, glass, annotator_31, 5
glass cylinder, glass, annotator_37, 0
glass cylinder, glass, annotator_40, 5
glass cylinder, glass, annotator_38, 5
glass cylinder, glass, annotator_42, 5
glass cylinder, glass, annotator_41, 5
glass cylinder, glass, annotator_32, 4
glass cylinder, glass, annotator_30, 3
glass cylinder, glass, annotator_34, 4
glass cylinder, glass, annotator_36, 5
glass cylinder, cylinder, annotator_29, 3
glass cylinder, cylinder, annotator_38, 5
glass cylinder, cylinder, annotator_13_excluded, 5
glass cylinder, cylinder, annotator_40, 5
glass cylinder, cylinder, annotator_42, 5
glass cylinder, cylinder, annotator_31, 2
glass cylinder, cylinder, annotator_35, 4
glass cylinder, cylinder, annotator_34, 4
glass cylinder, cylinder, annotator_36, 5
glass cylinder, cylinder, annotator_33, 1
glass cylinder, cylinder, annotator_41, 5
glass cylinder, cylinder, annotator_37, 4
glass cylinder, cylinder, annotator_30, 3
glass cylinder, cylinder, annotator_39, 5
glass cylinder, cylinder, annotator_32, 4
heating power, power, annotator_34, 5
heating power, power, annotator_41, 3
heating power, power, annotator_38, 5
heating power, heating, annotator_40, 4
heating power, heating, annotator_31, 5
heating power, power, annotator_35, 3
heating power, heating, annotator_36, 5
heating power, heating, annotator_42, 5
heating power, power, annotator_42, 0
heating power, heating, annotator_37, 4
heating power, heating, annotator_34, 5
heating power, heating, annotator_39, 5
heating power, heating, annotator_41, 3
heating power, heating, annotator_35, 5
heating power, power, annotator_40, 4
heating power, heating, annotator_38, 5
heating power, power, annotator_37, 0
heating power, power, annotator_29, 5
heating power, heating, annotator_33, 4
heating power, heating, annotator_13_excluded, 5
heating power, heating, annotator_29, 3
heating power, power, annotator_13_excluded, 5
heating power, power, annotator_30, 4
heating power, power, annotator_32, 4
heating power, power, annotator_39, 4
heating power, power, annotator_36, 5
heating power, heating, annotator_30, 4
heating power, heating, annotator_32, 4
heating power, power, annotator_31, 5
heating power, power, annotator_33, 4
iron plate, iron, annotator_39, 4
iron plate, iron, annotator_42, 5
iron plate, iron, annotator_31, 5
iron plate, iron, annotator_37, 1
iron plate, iron, annotator_41, 3
iron plate, iron, annotator_40, 3
iron plate, iron, annotator_33, 5
iron plate, iron, annotator_36, 5
iron plate, iron, annotator_13_excluded, 5
iron plate, iron, annotator_29, 5
iron plate, iron, annotator_35, 5
iron plate, iron, annotator_38, 5
iron plate, iron, annotator_32, 4
iron plate, plate, annotator_30, 3
iron plate, iron, annotator_34, 4
iron plate, plate, annotator_38, 5
iron plate, plate, annotator_34, 4
iron plate, plate, annotator_37, 4
iron plate, plate, annotator_41, 3
iron plate, plate, annotator_42, 0
iron plate, plate, annotator_31, 1
iron plate, plate, annotator_39, 5
iron plate, plate, annotator_13_excluded, 4
iron plate, plate, annotator_33, 3
iron plate, plate, annotator_29, 1
iron plate, plate, annotator_36, 5
iron plate, plate, annotator_35, 5
iron plate, plate, annotator_32, 2
iron plate, iron, annotator_30, 3
iron plate, plate, annotator_40, 4
material change, change, annotator_29, 4
material change, material, annotator_31, 3
material change, change, annotator_30, 3
material change, change, annotator_33, 2
material change, material, annotator_35, 2
material change, material, annotator_41, 4
material change, material, annotator_33, 0
material change, change, annotator_35, 5
material change, change, annotator_41, 0
material change, material, annotator_34, 4
material change, material, annotator_29, 3
material change, change, annotator_42, 5
material change, material, annotator_37, 0
material change, material, annotator_38, 5
material change, material, annotator_36, 2
material change, material, annotator_42, 5
material change, change, annotator_36, 5
material change, material, annotator_40, 4
material change, change, annotator_34, 3
material change, change, annotator_38, 5
material change, change, annotator_40, 4
material change, material, annotator_30, 3
material change, material, annotator_13_excluded, 5
material change, change, annotator_31, 3
material change, change, annotator_13_excluded, 5
material change, change, annotator_37, 4
material change, change, annotator_39, 5
material change, change, annotator_32, 2
material change, material, annotator_39, 1
material change, material, annotator_32, 4
mineral acid, mineral, annotator_32, 4
mineral acid, mineral, annotator_37, 3
mineral acid, mineral, annotator_41, 3
mineral acid, mineral, annotator_35, 2
mineral acid, mineral, annotator_38, 5
mineral acid, mineral, annotator_36, 5
mineral acid, mineral, annotator_39, 4
mineral acid, mineral, annotator_31, 5
mineral acid, mineral, annotator_40, 4
mineral acid, mineral, annotator_34, 4
mineral acid, mineral, annotator_33, 4
mineral acid, mineral, annotator_30, 3
mineral acid, mineral, annotator_42, 5
mineral acid, mineral, annotator_13_excluded, 5
mineral acid, mineral, annotator_29, 4
mineral acid, acid, annotator_30, 4
mineral acid, acid, annotator_41, 3
mineral acid, acid, annotator_33, 2
mineral acid, acid, annotator_35, 4
mineral acid, acid, annotator_29, 2
mineral acid, acid, annotator_37, 3
mineral acid, acid, annotator_40, 3
mineral acid, acid, annotator_36, 5
mineral acid, acid, annotator_39, 5
mineral acid, acid, annotator_13_excluded, 5
mineral acid, acid, annotator_34, 3
mineral acid, acid, annotator_38, 5
mineral acid, acid, annotator_32, 4
mineral acid, acid, annotator_31, 1
mineral acid, acid, annotator_42, 5
percentage difference, difference, annotator_41, 3
percentage difference, percentage, annotator_32, 4
percentage difference, percentage, annotator_42, 0
percentage difference, percentage, annotator_31, 5
percentage difference, percentage, annotator_39, 5
percentage difference, percentage, annotator_36, 4
percentage difference, percentage, annotator_13_excluded, 5
percentage difference, percentage, annotator_41, 3
percentage difference, difference, annotator_36, 5
percentage difference, difference, annotator_30, 4
percentage difference, difference, annotator_32, 2
percentage difference, difference, annotator_40, 5
percentage difference, difference, annotator_31, 2
percentage difference, difference, annotator_33, 3
percentage difference, percentage, annotator_35, 4
percentage difference, percentage, annotator_34, 4
percentage difference, percentage, annotator_40, 5
percentage difference, percentage, annotator_33, 5
percentage difference, percentage, annotator_30, 4
percentage difference, percentage, annotator_29, 4
percentage difference, percentage, annotator_37, 4
percentage difference, difference, annotator_35, 2
percentage difference, difference, annotator_37, 0
percentage difference, difference, annotator_13_excluded, 5
percentage difference, difference, annotator_34, 3
percentage difference, difference, annotator_39, 5
percentage difference, difference, annotator_29, 3
percentage difference, difference, annotator_38, 5
percentage difference, difference, annotator_42, 5
percentage difference, percentage, annotator_38, 5
platinum tube, tube, annotator_35, 4
platinum tube, tube, annotator_36, 5
platinum tube, tube, annotator_39, 5
platinum tube, tube, annotator_37, 4
platinum tube, tube, annotator_41, 5
platinum tube, tube, annotator_38, 5
platinum tube, platinum, annotator_13_excluded, 5
platinum tube, platinum, annotator_40, 5
platinum tube, platinum, annotator_39, 5
platinum tube, platinum, annotator_34, 3
platinum tube, platinum, annotator_42, 5
platinum tube, platinum, annotator_38, 5
platinum tube, platinum, annotator_32, 4
platinum tube, platinum, annotator_41, 5
platinum tube, tube, annotator_30, 2
platinum tube, platinum, annotator_37, 0
platinum tube, platinum, annotator_29, 4
platinum tube, platinum, annotator_36, 5
platinum tube, platinum, annotator_35, 4
platinum tube, platinum, annotator_31, 5
platinum tube, platinum, annotator_30, 2
platinum tube, tube, annotator_40, 5
platinum tube, platinum, annotator_33, 4
platinum tube, tube, annotator_42, 5
platinum tube, tube, annotator_32, 4
platinum tube, tube, annotator_29, 3
platinum tube, tube, annotator_34, 3
platinum tube, tube, annotator_13_excluded, 5
platinum tube, tube, annotator_33, 1
platinum tube, tube, annotator_31, 5
portal system, portal, annotator_34, 4
portal system, portal, annotator_36, 2
portal system, portal, annotator_38, 5
portal system, portal, annotator_30, 2
portal system, portal, annotator_35, 5
portal system, system, annotator_37, 0
portal system, portal, annotator_40, 2
portal system, portal, annotator_37, 3
portal system, portal, annotator_31, 5
portal system, portal, annotator_32, 4
portal system, portal, annotator_42, 0
portal system, portal, annotator_13_excluded, 5
portal system, portal, annotator_29, 1
portal system, portal, annotator_33, 3
portal system, system, annotator_34, 3
portal system, system, annotator_32, 4
portal system, system, annotator_35, 3
portal system, portal, annotator_39, 5
portal system, system, annotator_40, 5
portal system, system, annotator_39, 5
portal system, system, annotator_41, 3
portal system, system, annotator_38, 5
portal system, system, annotator_13_excluded, 5
portal system, system, annotator_42, 5
portal system, system, annotator_29, 5
portal system, system, annotator_30, 4
portal system, system, annotator_36, 5
portal system, system, annotator_31, 5
portal system, system, annotator_33, 3
portal system, portal, annotator_41, 3
room temperature, temperature, annotator_41, 3
room temperature, temperature, annotator_29, 5
room temperature, temperature, annotator_31, 5
room temperature, temperature, annotator_42, 5
room temperature, room, annotator_34, 4
room temperature, room, annotator_35, 3
room temperature, temperature, annotator_40, 5
room temperature, temperature, annotator_33, 5
room temperature, temperature, annotator_38, 5
room temperature, temperature, annotator_13_excluded, 5
room temperature, room, annotator_39, 4
room temperature, room, annotator_37, 0
room temperature, room, annotator_41, 3
room temperature, room, annotator_40, 4
room temperature, room, annotator_42, 5
room temperature, room, annotator_38, 5
room temperature, room, annotator_30, 4
room temperature, room, annotator_13_excluded, 5
room temperature, room, annotator_32, 1
room temperature, room, annotator_31, 2
room temperature, room, annotator_33, 5
room temperature, temperature, annotator_39, 5
room temperature, room, annotator_29, 5
room temperature, temperature, annotator_37, 4
room temperature, temperature, annotator_36, 5
room temperature, temperature, annotator_35, 5
room temperature, temperature, annotator_30, 4
room temperature, temperature, annotator_32, 5
room temperature, room, annotator_36, 5
room temperature, temperature, annotator_34, 4
rubidium salt, salt, annotator_32, 1
rubidium salt, salt, annotator_34, 3
rubidium salt, salt, annotator_31, 3
rubidium salt, salt, annotator_33, 2
rubidium salt, salt, annotator_37, 3
rubidium salt, salt, annotator_41, 2
rubidium salt, salt, annotator_42, 5
rubidium salt, salt, annotator_40, 5
rubidium salt, salt, annotator_29, 4
rubidium salt, salt, annotator_30, 3
rubidium salt, salt, annotator_35, 4
rubidium salt, salt, annotator_38, 5
rubidium salt, salt, annotator_39, 4
rubidium salt, salt, annotator_13_excluded, 5
rubidium salt, salt, annotator_36, 5
rubidium salt, rubidium, annotator_34, 5
rubidium salt, rubidium, annotator_42, 5
rubidium salt, rubidium, annotator_31, 4
rubidium salt, rubidium, annotator_13_excluded, 5
rubidium salt, rubidium, annotator_37, 3
rubidium salt, rubidium, annotator_35, 4
rubidium salt, rubidium, annotator_39, 5
rubidium salt, rubidium, annotator_33, 4
rubidium salt, rubidium, annotator_36, 5
rubidium salt, rubidium, annotator_41, 2
rubidium salt, rubidium, annotator_38, 5
rubidium salt, rubidium, annotator_32, 4
rubidium salt, rubidium, annotator_29, 4
rubidium salt, rubidium, annotator_40, 3
rubidium salt, rubidium, annotator_30, 4
scale number, scale, annotator_29, 2
scale number, scale, annotator_42, 5
scale number, scale, annotator_36, 3
scale number, scale, annotator_39, 3
scale number, scale, annotator_41, 4
scale number, scale, annotator_30, 3
scale number, scale, annotator_31, 0
scale number, scale, annotator_33, 5
scale number, scale, annotator_40, 4
scale number, scale, annotator_38, 5
scale number, scale, annotator_13_excluded, 5
scale number, scale, annotator_34, 4
scale number, scale, annotator_32, 2
scale number, scale, annotator_35, 1
scale number, scale, annotator_37, 4
scale number, number, annotator_34, 4
scale number, number, annotator_33, 4
scale number, number, annotator_40, 5
scale number, number, annotator_35, 5
scale number, number, annotator_30, 3
scale number, number, annotator_29, 4
scale number, number, annotator_13_excluded, 5
scale number, number, annotator_39, 5
scale number, number, annotator_38, 5
scale number, number, annotator_32, 4
scale number, number, annotator_37, 0
scale number, number, annotator_36, 5
scale number, number, annotator_42, 5
scale number, number, annotator_41, 4
scale number, number, annotator_31, 5
sewer air, air, annotator_39, 4
sewer air, air, annotator_29, 2
sewer air, sewer, annotator_38, 5
sewer air, sewer, annotator_41, 0
sewer air, air, annotator_32, 3
sewer air, sewer, annotator_30, 2
sewer air, air, annotator_37, 0
sewer air, air, annotator_40, 4
sewer air, sewer, annotator_13_excluded, 5
sewer air, sewer, annotator_32, 3
sewer air, sewer, annotator_39, 3
sewer air, air, annotator_13_excluded, 5
sewer air, air, annotator_36, 5
sewer air, sewer, annotator_36, 5
sewer air, air, annotator_35, 4
sewer air, sewer, annotator_35, 4
sewer air, air, annotator_33, 1
sewer air, air, annotator_30, 2
sewer air, sewer, annotator_37, 4
sewer air, air, annotator_41, 5
sewer air, sewer, annotator_33, 5
sewer air, air, annotator_34, 3
sewer air, air, annotator_38, 5
sewer air, air, annotator_31, 2
sewer air, sewer, annotator_40, 5
sewer air, sewer, annotator_34, 4
sewer air, sewer, annotator_29, 4
sewer air, air, annotator_42, 5
sewer air, sewer, annotator_42, 5
sewer air, sewer, annotator_31, 5
side tube, tube, annotator_40, 5
side tube, side, annotator_38, 5
side tube, side, annotator_29, 2
side tube, side, annotator_40, 3
side tube, side, annotator_39, 3
side tube, side, annotator_13_excluded, 2
side tube, side, annotator_36, 2
side tube, side, annotator_35, 1
side tube, side, annotator_30, 2
side tube, side, annotator_34, 4
side tube, side, annotator_37, 0
side tube, side, annotator_42, 0
side tube, side, annotator_31, 5
side tube, side, annotator_41, 2
side tube, side, annotator_33, 4
side tube, side, annotator_32, 1
side tube, tube, annotator_35, 4
side tube, tube, annotator_42, 5
side tube, tube, annotator_34, 4
side tube, tube, annotator_32, 4
side tube, tube, annotator_33, 3
side tube, tube, annotator_38, 5
side tube, tube, annotator_36, 5
side tube, tube, annotator_41, 2
side tube, tube, annotator_30, 3
side tube, tube, annotator_37, 4
side tube, tube, annotator_13_excluded, 5
side tube, tube, annotator_31, 5
side tube, tube, annotator_29, 4
side tube, tube, annotator_39, 3
spinode curve, spinode, annotator_34, 4
spinode curve, spinode, annotator_39, 4
spinode curve, spinode, annotator_31, 1
spinode curve, spinode, annotator_37, 4
spinode curve, spinode, annotator_29, 2
spinode curve, spinode, annotator_35, 2
spinode curve, spinode, annotator_36, 0
spinode curve, spinode, annotator_32, 4
spinode curve, spinode, annotator_13_excluded, 5
spinode curve, spinode, annotator_41, 4
spinode curve, spinode, annotator_33, 5
spinode curve, spinode, annotator_40, 2
spinode curve, spinode, annotator_38, 2
spinode curve, spinode, annotator_30, 3
spinode curve, spinode, annotator_42, 5
spinode curve, curve, annotator_40, 4
spinode curve, curve, annotator_42, 5
spinode curve, curve, annotator_37, 0
spinode curve, curve, annotator_33, 3
spinode curve, curve, annotator_13_excluded, 5
spinode curve, curve, annotator_41, 4
spinode curve, curve, annotator_38, 5
spinode curve, curve, annotator_32, 2
spinode curve, curve, annotator_31, 5
spinode curve, curve, annotator_39, 5
spinode curve, curve, annotator_36, 5
spinode curve, curve, annotator_34, 4
spinode curve, curve, annotator_30, 4
spinode curve, curve, annotator_35, 3
spinode curve, curve, annotator_29, 4
spiral form, spiral, annotator_37, 3
spiral form, spiral, annotator_33, 4
spiral form, spiral, annotator_42, 5
spiral form, spiral, annotator_35, 4
spiral form, spiral, annotator_13_excluded, 5
spiral form, spiral, annotator_31, 5
spiral form, spiral, annotator_34, 4
spiral form, spiral, annotator_41, 3
spiral form, spiral, annotator_39, 5
spiral form, form, annotator_29, 1
spiral form, form, annotator_35, 2
spiral form, spiral, annotator_30, 4
spiral form, form, annotator_40, 5
spiral form, form, annotator_13_excluded, 5
spiral form, form, annotator_41, 3
spiral form, form, annotator_31, 1
spiral form, form, annotator_30, 4
spiral form, form, annotator_33, 2
spiral form, form, annotator_37, 0
spiral form, form, annotator_42, 0
spiral form, form, annotator_38, 5
spiral form, form, annotator_39, 4
spiral form, form, annotator_36, 5
spiral form, form, annotator_34, 5
spiral form, spiral, annotator_32, 2
spiral form, form, annotator_32, 2
spiral form, spiral, annotator_38, 5
spiral form, spiral, annotator_36, 5
spiral form, spiral, annotator_40, 3
spiral form, spiral, annotator_29, 2
temperature change, change, annotator_29, 5
temperature change, change, annotator_34, 4
temperature change, temperature, annotator_40, 5
temperature change, change, annotator_30, 4
temperature change, change, annotator_33, 3
temperature change, temperature, annotator_34, 4
temperature change, temperature, annotator_37, 4
temperature change, temperature, annotator_39, 5
temperature change, temperature, annotator_29, 5
temperature change, temperature, annotator_41, 3
temperature change, change, annotator_39, 4
temperature change, change, annotator_40, 5
temperature change, change, annotator_31, 2
temperature change, temperature, annotator_36, 5
temperature change, change, annotator_32, 3
temperature change, temperature, annotator_13_excluded, 5
temperature change, temperature, annotator_31, 5
temperature change, change, annotator_36, 5
temperature change, temperature, annotator_33, 5
temperature change, change, annotator_35, 3
temperature change, temperature, annotator_38, 5
temperature change, change, annotator_37, 0
temperature change, change, annotator_13_excluded, 5
temperature change, temperature, annotator_42, 5
temperature change, temperature, annotator_35, 5
temperature change, change, annotator_41, 3
temperature change, change, annotator_38, 5
temperature change, temperature, annotator_30, 5
temperature change, temperature, annotator_32, 4
temperature change, change, annotator_42, 0
temperature curve, temperature, annotator_33, 4
temperature curve, temperature, annotator_37, 4
temperature curve, temperature, annotator_41, 4
temperature curve, temperature, annotator_38, 5
temperature curve, curve, annotator_41, 5
temperature curve, curve, annotator_40, 4
temperature curve, temperature, annotator_35, 4
temperature curve, curve, annotator_30, 1
temperature curve, curve, annotator_35, 3
temperature curve, curve, annotator_38, 5
temperature curve, curve, annotator_42, 0
temperature curve, curve, annotator_39, 5
temperature curve, curve, annotator_33, 1
temperature curve, temperature, annotator_36, 5
temperature curve, curve, annotator_29, 2
temperature curve, curve, annotator_37, 0
temperature curve, temperature, annotator_39, 5
temperature curve, temperature, annotator_32, 4
temperature curve, temperature, annotator_42, 5
temperature curve, temperature, annotator_31, 5
temperature curve, temperature, annotator_29, 4
temperature curve, temperature, annotator_13_excluded, 5
temperature curve, curve, annotator_36, 5
temperature curve, curve, annotator_32, 2
temperature curve, curve, annotator_34, 2
temperature curve, temperature, annotator_30, 2
temperature curve, temperature, annotator_40, 5
temperature curve, curve, annotator_31, 2
temperature curve, curve, annotator_13_excluded, 5
temperature curve, temperature, annotator_34, 4
time scale, scale, annotator_13_excluded, 5
time scale, scale, annotator_42, 5
time scale, scale, annotator_41, 5
time scale, scale, annotator_37, 1
time scale, time, annotator_13_excluded, 5
time scale, scale, annotator_36, 3
time scale, scale, annotator_33, 3
time scale, scale, annotator_35, 2
time scale, scale, annotator_40, 5
time scale, scale, annotator_34, 3
time scale, time, annotator_29, 4
time scale, time, annotator_33, 5
time scale, time, annotator_39, 4
time scale, time, annotator_41, 5
time scale, scale, annotator_38, 4
time scale, scale, annotator_31, 1
time scale, scale, annotator_39, 3
time scale, scale, annotator_32, 2
time scale, scale, annotator_30, 3
time scale, time, annotator_36, 5
time scale, scale, annotator_29, 3
time scale, time, annotator_34, 5
time scale, time, annotator_38, 5
time scale, time, annotator_32, 4
time scale, time, annotator_35, 4
time scale, time, annotator_30, 4
time scale, time, annotator_31, 5
time scale, time, annotator_42, 5
time scale, time, annotator_37, 4
time scale, time, annotator_40, 5
zinc plate, zinc, annotator_29, 5
zinc plate, zinc, annotator_37, 1
zinc plate, zinc, annotator_34, 4
zinc plate, zinc, annotator_41, 4
zinc plate, zinc, annotator_31, 5
zinc plate, zinc, annotator_13_excluded, 5
zinc plate, zinc, annotator_40, 4
zinc plate, zinc, annotator_39, 5
zinc plate, zinc, annotator_38, 5
zinc plate, zinc, annotator_36, 5
